-1.370747877020491279e+00,1.074513790689449744e+00,-3.112882276337020082e-01,3.300900061923955908e-01,-2.446986111358154581e+00,1.756488927074752793e+00,-3.724797931247187943e-01,3.757302438747738282e-01,-2.922104579232528199e+00,2.312492810193601311e+00,-4.613466605806054166e-01,5.126356888502564546e-01,-3.255808341000864914e+00,3.115336810117506516e+00,-2.694400902895556227e-01,2.153154102001705317e-01,-3.440841513935065876e+00,3.292092269015043371e+00,-2.224380141381668008e-01,2.004671901201284523e-01,-3.738377926136446483e+00,3.666989586709285653e+00,-1.944381169229998374e-01,1.969000922123241848e-01,-3.752970021604434159e+00,3.872105746745964971e+00,-2.384384821804413634e-01,2.335915508924380213e-01,-3.370760401437379983e+00,3.600381841419619811e+00,-1.313803809660172850e-01,1.367834129357751727e-01,-3.359422765545644562e+00,3.427187877561461260e+00,-7.453602491810406017e-01,6.370645039413241895e-01,-2.796915803949416635e+00,3.141939509426662447e+00,-5.190331567046766459e-01,4.555950657609515453e-01,-2.506150773888749850e+00,2.666690019862984595e+00,-8.239517894894792249e-01,7.717394874880703082e-01,-2.410324447869858666e+00,2.814051553785807513e+00,-8.083450156795187747e-01,8.766836341008862332e-01,-2.241385021144567613e+00,2.950839331531977638e+00,-3.416681850377198959e-01,3.663527377127615559e-01,-1.767463447343178951e+00,2.384926690768290225e+00,-3.112790326295714616e-01,2.923965858217563163e-01,-1.768643364272587837e+00,2.349823085421604674e+00,-2.971151016810207324e-01,3.396277454267901952e-01
-9.971692803187026666e-01,7.786085624591703169e-01,-2.261047823363633025e-01,2.406071848875364350e-01,-2.446986111358154581e+00,1.756488927074752793e+00,-3.724797931247187943e-01,3.757302438747738282e-01,-2.922104579232528199e+00,2.312492810193601311e+00,-4.613466605806054166e-01,5.126356888502564546e-01,-3.255808341000864914e+00,3.115336810117506516e+00,-2.694400902895556227e-01,2.153154102001705317e-01,-3.440841513935065876e+00,3.292092269015043371e+00,-2.224380141381668008e-01,2.004671901201284523e-01,-3.738377926136446483e+00,3.666989586709285653e+00,-1.944381169229998374e-01,1.969000922123241848e-01,-3.752970021604434159e+00,3.872105746745964971e+00,-2.384384821804413634e-01,2.335915508924380213e-01,-3.370760401437379983e+00,3.600381841419619811e+00,-1.313803809660172850e-01,1.367834129357751727e-01,-3.359422765545644562e+00,3.427187877561461260e+00,-7.453602491810406017e-01,6.370645039413241895e-01,-2.796915803949416635e+00,3.141939509426662447e+00,-5.190331567046766459e-01,4.555950657609515453e-01,-2.506150773888749850e+00,2.666690019862984595e+00,-8.239517894894792249e-01,7.717394874880703082e-01,-2.410324447869858666e+00,2.814051553785807513e+00,-8.083450156795187747e-01,8.766836341008862332e-01,-2.241385021144567613e+00,2.950839331531977638e+00,-3.416681850377198959e-01,3.663527377127615559e-01,-1.767463447343178951e+00,2.384926690768290225e+00,-3.112790326295714616e-01,2.923965858217563163e-01,-1.768643364272587837e+00,2.349823085421604674e+00,-2.971151016810207324e-01,3.396277454267901952e-01
-7.438163284372740769e-01,5.779320148433195747e-01,-1.683352058455064582e-01,1.799218642604515639e-01,-1.785559157482348169e+00,1.279444412262403574e+00,-2.722918983476400046e-01,2.756088130633084221e-01,-2.922104579232528199e+00,2.312492810193601311e+00,-4.613466605806054166e-01,5.126356888502564546e-01,-3.255808341000864914e+00,3.115336810117506516e+00,-2.694400902895556227e-01,2.153154102001705317e-01,-3.440841513935065876e+00,3.292092269015043371e+00,-2.224380141381668008e-01,2.004671901201284523e-01,-3.738377926136446483e+00,3.666989586709285653e+00,-1.944381169229998374e-01,1.969000922123241848e-01,-3.752970021604434159e+00,3.872105746745964971e+00,-2.384384821804413634e-01,2.335915508924380213e-01,-3.370760401437379983e+00,3.600381841419619811e+00,-1.313803809660172850e-01,1.367834129357751727e-01,-3.359422765545644562e+00,3.427187877561461260e+00,-7.453602491810406017e-01,6.370645039413241895e-01,-2.796915803949416635e+00,3.141939509426662447e+00,-5.190331567046766459e-01,4.555950657609515453e-01,-2.506150773888749850e+00,2.666690019862984595e+00,-8.239517894894792249e-01,7.717394874880703082e-01,-2.410324447869858666e+00,2.814051553785807513e+00,-8.083450156795187747e-01,8.766836341008862332e-01,-2.241385021144567613e+00,2.950839331531977638e+00,-3.416681850377198959e-01,3.663527377127615559e-01,-1.767463447343178951e+00,2.384926690768290225e+00,-3.112790326295714616e-01,2.923965858217563163e-01,-1.768643364272587837e+00,2.349823085421604674e+00,-2.971151016810207324e-01,3.396277454267901952e-01
-5.664692621202739309e-01,4.374584315122239664e-01,-1.278965023019066061e-01,1.374421398214921430e-01,-1.322560289769283859e+00,9.455132518937593433e-01,-2.021603720036850016e-01,2.055238114952827322e-01,-2.150900152440837765e+00,1.699179226445907354e+00,-3.400077073632335467e-01,3.785049505507422363e-01,-3.255808341000864914e+00,3.115336810117506516e+00,-2.694400902895556227e-01,2.153154102001705317e-01,-3.440841513935065876e+00,3.292092269015043371e+00,-2.224380141381668008e-01,2.004671901201284523e-01,-3.738377926136446483e+00,3.666989586709285653e+00,-1.944381169229998374e-01,1.969000922123241848e-01,-3.752970021604434159e+00,3.872105746745964971e+00,-2.384384821804413634e-01,2.335915508924380213e-01,-3.370760401437379983e+00,3.600381841419619811e+00,-1.313803809660172850e-01,1.367834129357751727e-01,-3.359422765545644562e+00,3.427187877561461260e+00,-7.453602491810406017e-01,6.370645039413241895e-01,-2.796915803949416635e+00,3.141939509426662447e+00,-5.190331567046766459e-01,4.555950657609515453e-01,-2.506150773888749850e+00,2.666690019862984595e+00,-8.239517894894792249e-01,7.717394874880703082e-01,-2.410324447869858666e+00,2.814051553785807513e+00,-8.083450156795187747e-01,8.766836341008862332e-01,-2.241385021144567613e+00,2.950839331531977638e+00,-3.416681850377198959e-01,3.663527377127615559e-01,-1.767463447343178951e+00,2.384926690768290225e+00,-3.112790326295714616e-01,2.923965858217563163e-01,-1.768643364272587837e+00,2.349823085421604674e+00,-2.971151016810207324e-01,3.396277454267901952e-01
-4.423263156983739952e-01,3.391269231804571183e-01,-9.958940982138675402e-02,1.077063327142205873e-01,-9.984610823701383087e-01,7.117614396357079265e-01,-1.530683035629164523e-01,1.564643103976647298e-01,-1.611057053686654639e+00,1.269859717822521494e+00,-2.550704401110733821e-01,2.846134337410824999e-01,-2.341039248215003976e+00,2.234941933206496589e+00,-1.950486056449218519e-01,1.573161145721303777e-01,-3.440841513935065876e+00,3.292092269015043371e+00,-2.224380141381668008e-01,2.004671901201284523e-01,-3.738377926136446483e+00,3.666989586709285653e+00,-1.944381169229998374e-01,1.969000922123241848e-01,-3.752970021604434159e+00,3.872105746745964971e+00,-2.384384821804413634e-01,2.335915508924380213e-01,-3.370760401437379983e+00,3.600381841419619811e+00,-1.313803809660172850e-01,1.367834129357751727e-01,-3.359422765545644562e+00,3.427187877561461260e+00,-7.453602491810406017e-01,6.370645039413241895e-01,-2.796915803949416635e+00,3.141939509426662447e+00,-5.190331567046766459e-01,4.555950657609515453e-01,-2.506150773888749850e+00,2.666690019862984595e+00,-8.239517894894792249e-01,7.717394874880703082e-01,-2.410324447869858666e+00,2.814051553785807513e+00,-8.083450156795187747e-01,8.766836341008862332e-01,-2.241385021144567613e+00,2.950839331531977638e+00,-3.416681850377198959e-01,3.663527377127615559e-01,-1.767463447343178951e+00,2.384926690768290225e+00,-3.112790326295714616e-01,2.923965858217563163e-01,-1.768643364272587837e+00,2.349823085421604674e+00,-2.971151016810207324e-01,3.396277454267901952e-01
-3.554262532030439403e-01,2.702948673482203357e-01,-7.977444508502282150e-02,8.689126773913044555e-02,-7.715916371907366456e-01,5.481351710550722567e-01,-1.187038556543784512e-01,1.221226596293321226e-01,-1.233166884558726473e+00,9.693360617861515038e-01,-1.956143530345611503e-01,2.188893719743205124e-01,-1.703264682647930961e+00,1.621132979037079203e+00,-1.431830614597430773e-01,1.168791607396414967e-01,-2.490048009741874235e+00,2.377397084340028943e+00,-1.624669365502796059e-01,1.476159944439344174e-01,-3.738377926136446483e+00,3.666989586709285653e+00,-1.944381169229998374e-01,1.969000922123241848e-01,-3.752970021604434159e+00,3.872105746745964971e+00,-2.384384821804413634e-01,2.335915508924380213e-01,-3.370760401437379983e+00,3.600381841419619811e+00,-1.313803809660172850e-01,1.367834129357751727e-01,-3.359422765545644562e+00,3.427187877561461260e+00,-7.453602491810406017e-01,6.370645039413241895e-01,-2.796915803949416635e+00,3.141939509426662447e+00,-5.190331567046766459e-01,4.555950657609515453e-01,-2.506150773888749850e+00,2.666690019862984595e+00,-8.239517894894792249e-01,7.717394874880703082e-01,-2.410324447869858666e+00,2.814051553785807513e+00,-8.083450156795187747e-01,8.766836341008862332e-01,-2.241385021144567613e+00,2.950839331531977638e+00,-3.416681850377198959e-01,3.663527377127615559e-01,-1.767463447343178951e+00,2.384926690768290225e+00,-3.112790326295714616e-01,2.923965858217563163e-01,-1.768643364272587837e+00,2.349823085421604674e+00,-2.971151016810207324e-01,3.396277454267901952e-01
-2.945962094563128741e-01,2.221124282656545268e-01,-6.590396976956809649e-02,7.232072225656736852e-02,-6.127830255651554037e-01,4.335967830486271435e-01,-9.464874211840189344e-02,9.808350409149933780e-02,-9.686437661691764678e-01,7.589695025606923995e-01,-1.539950920810026491e-01,1.728825287375871933e-01,-1.256822486750979628e+00,1.191466711118486899e+00,-1.068771805301179795e-01,8.857329305689930210e-02,-1.830561498205381277e+00,1.742948979888125915e+00,-1.208699792960534758e-01,1.109575081234981664e-01,-2.688106508527142058e+00,2.631412970736762613e+00,-1.414751826248216715e-01,1.442297809442298351e-01,-3.752970021604434159e+00,3.872105746745964971e+00,-2.384384821804413634e-01,2.335915508924380213e-01,-3.370760401437379983e+00,3.600381841419619811e+00,-1.313803809660172850e-01,1.367834129357751727e-01,-3.359422765545644562e+00,3.427187877561461260e+00,-7.453602491810406017e-01,6.370645039413241895e-01,-2.796915803949416635e+00,3.141939509426662447e+00,-5.190331567046766459e-01,4.555950657609515453e-01,-2.506150773888749850e+00,2.666690019862984595e+00,-8.239517894894792249e-01,7.717394874880703082e-01,-2.410324447869858666e+00,2.814051553785807513e+00,-8.083450156795187747e-01,8.766836341008862332e-01,-2.241385021144567613e+00,2.950839331531977638e+00,-3.416681850377198959e-01,3.663527377127615559e-01,-1.767463447343178951e+00,2.384926690768290225e+00,-3.112790326295714616e-01,2.923965858217563163e-01,-1.768643364272587837e+00,2.349823085421604674e+00,-2.971151016810207324e-01,3.396277454267901952e-01
-2.520151788336011389e-01,1.883847209078584328e-01,-5.619463704874977372e-02,6.212134041877322155e-02,-5.016169974272487453e-01,3.534199114441156642e-01,-7.781016264321827247e-02,8.125609521501636623e-02,-7.834775832964917530e-01,6.117129111028711819e-01,-1.248616094135116400e-01,1.406777384718738422e-01,-9.443129496231137399e-01,8.907003235754722414e-01,-8.146306387938039018e-02,6.875918567897974787e-02,-1.368920940129835895e+00,1.298835306771793263e+00,-9.175210921809513753e-02,8.529656769919276293e-02,-1.952916516200629227e+00,1.906509339555996219e+00,-1.044011286160969748e-01,1.073605630565638153e-01,-2.708787967657720674e+00,2.788888651365308835e+00,-1.736139474849539843e-01,1.711125183840990494e-01,-3.370760401437379983e+00,3.600381841419619811e+00,-1.313803809660172850e-01,1.367834129357751727e-01,-3.359422765545644562e+00,3.427187877561461260e+00,-7.453602491810406017e-01,6.370645039413241895e-01,-2.796915803949416635e+00,3.141939509426662447e+00,-5.190331567046766459e-01,4.555950657609515453e-01,-2.506150773888749850e+00,2.666690019862984595e+00,-8.239517894894792249e-01,7.717394874880703082e-01,-2.410324447869858666e+00,2.814051553785807513e+00,-8.083450156795187747e-01,8.766836341008862332e-01,-2.241385021144567613e+00,2.950839331531977638e+00,-3.416681850377198959e-01,3.663527377127615559e-01,-1.767463447343178951e+00,2.384926690768290225e+00,-3.112790326295714616e-01,2.923965858217563163e-01,-1.768643364272587837e+00,2.349823085421604674e+00,-2.971151016810207324e-01,3.396277454267901952e-01
-2.222084573977029798e-01,1.647753257574012531e-01,-4.939810414417695333e-02,5.498177313231731450e-02,-4.238007777307140067e-01,2.972961013209576286e-01,-6.602315701058975028e-02,6.947690900147829307e-02,-6.538612552856121196e-01,5.086332970823962407e-01,-1.044681715462679877e-01,1.181343852858745130e-01,-7.255562736336075291e-01,6.801638522953620258e-01,-6.367318222386407489e-02,5.488931051443606685e-02,-1.045772549476954083e+00,9.879557355903605398e-01,-7.136960016352432434e-02,6.733390940217899578e-02,-1.438283521572070178e+00,1.399076797729459809e+00,-7.844929080998967741e-02,8.155211053519757780e-02,-1.977860529895022479e+00,2.030636684598849939e+00,-1.282367731981128300e-01,1.273771956282617746e-01,-2.484392110212673366e+00,2.647668949118949122e+00,-9.853181741879200872e-02,1.034262913225002106e-01,-3.359422765545644562e+00,3.427187877561461260e+00,-7.453602491810406017e-01,6.370645039413241895e-01,-2.796915803949416635e+00,3.141939509426662447e+00,-5.190331567046766459e-01,4.555950657609515453e-01,-2.506150773888749850e+00,2.666690019862984595e+00,-8.239517894894792249e-01,7.717394874880703082e-01,-2.410324447869858666e+00,2.814051553785807513e+00,-8.083450156795187747e-01,8.766836341008862332e-01,-2.241385021144567613e+00,2.950839331531977638e+00,-3.416681850377198959e-01,3.663527377127615559e-01,-1.767463447343178951e+00,2.384926690768290225e+00,-3.112790326295714616e-01,2.923965858217563163e-01,-1.768643364272587837e+00,2.349823085421604674e+00,-2.971151016810207324e-01,3.396277454267901952e-01
-2.013437523925742101e-01,1.482487491520811662e-01,-4.464053111097597559e-02,4.998407603179817749e-02,-3.693294239431396675e-01,2.580094342347470371e-01,-5.777225306774978059e-02,6.123147865200163215e-02,-5.631298256779967426e-01,4.364775672680638596e-01,-9.019276503919743115e-02,1.023540380556750007e-01,-5.819754626625843752e-01,5.419783676757938817e-01,-5.199680424077528229e-02,4.578582640276687710e-02,-8.195686760199371035e-01,7.703400357633577444e-01,-5.710184382532475927e-02,5.476004859426935462e-02,-1.078040425332079000e+00,1.043874018450884567e+00,-6.028300434571456923e-02,6.348619377024122823e-02,-1.466211323461134031e+00,1.499860307862329156e+00,-9.647275119732401372e-02,9.676246969917567942e-02,-1.863934306355378823e+00,1.980769924508479995e+00,-7.553782293573432782e-02,8.007630619320774135e-02,-2.439249288905311897e+00,2.482778758963519739e+00,-5.409168915221078677e-01,4.636142957406388376e-01,-2.796915803949416635e+00,3.141939509426662447e+00,-5.190331567046766459e-01,4.555950657609515453e-01,-2.506150773888749850e+00,2.666690019862984595e+00,-8.239517894894792249e-01,7.717394874880703082e-01,-2.410324447869858666e+00,2.814051553785807513e+00,-8.083450156795187747e-01,8.766836341008862332e-01,-2.241385021144567613e+00,2.950839331531977638e+00,-3.416681850377198959e-01,3.663527377127615559e-01,-1.767463447343178951e+00,2.384926690768290225e+00,-3.112790326295714616e-01,2.923965858217563163e-01,-1.768643364272587837e+00,2.349823085421604674e+00,-2.971151016810207324e-01,3.396277454267901952e-01
