position,velocity,acceleration
-304.22934212918403,20.0,1.9695356456850275e-15
-301.82934212918406,20.0,0.00043461656894535955
-299.4293358707055,20.000052153988275,0.0008246955044930164
-297.02931773661163,20.000151117448812,0.001174679536124638
-294.62928268713245,20.000292078993148,0.00148867528798357
-292.2292262007291,20.000470720027707,0.001770474904782443
-289.82914421948715,20.00068317701628,0.0020235764906386547
-287.42903309874373,20.000926006195158,0.0022512034176352
-285.0288895606711,20.001196150605274,0.002456322557785799
-282.6287106515536,20.00149090931221,0.002641661489295652
-280.2284937025107,20.001807908690925,0.002809724725436684
-277.82823629343176,20.002145075657978,0.0029628090121364727
-275.427936219903,20.002500612739436,0.0031030177382234255
-273.02759146291885,20.002872974868023,0.0032322745002761
-270.62720016118186,20.003260847808058,0.0033523358622475755
-268.2267605858085,20.003663128111526,0.003464803348405978
-265.8262711172669,20.004078904513335,0.0035711347064025095
-263.4257302243855,20.004507440678104,0.0036726544759961865
-261.0251364452797,20.004948159215225,0.0037705638974127216
-258.62448837005377,20.005400626882913,0.0038659501919880244
-256.2237846251451,20.005864540905954,0.003959795246633259
-253.82302385918481,20.00633971633555,0.0040529837322681676
-251.4222047302588,20.006826074383422,0.004146310685307998
-249.02132589445893,20.00732363166566,0.004240488580176405
-246.62038599562348,20.007832490295282,0.004336153919698903
-244.2193836561716,20.008352828765645,0.004433873369205879
-241.8183174689432,20.00888489356995,0.004534149459214488
-239.4171859899626,20.009428991505054,0.004637425880513905
-237.01598773204933,20.009985482610716,0.004744092394563105
-234.61472115920554,20.010554773698065,0.004854489381216118
-232.2133846817147,20.01113731242381,0.004968912044820012
-229.8119766518904,20.011733581869187,0.005087614298937342
-227.41049536042019,20.01234409558506,0.005210812349060738
-225.00893903325215,20.012969393066946,0.005338687991849771
-222.60730582897702,20.01361003562597,0.005471391648589561
-220.20559383666216,20.0142666026238,0.005609045149925357
-217.80380107409715,20.01493968804179,0.005751744287910259
-215.4019254864144,20.015629897356337,0.005899561150946838
-212.99996494505106,20.01633784469445,0.006052546256247455
-210.59791724702163,20.0170641502452,0.006210730493911932
-208.19578011447308,20.01780943790447,0.006374126895848511
-205.79355119449724,20.018574333131973,0.006542732242315712
-203.3912280591771,20.019359461001052,0.006716528518049026
-200.9888082058463,20.020165444423217,0.006895484229409053
-198.58628905754261,20.020992902530747,0.007079555593341178
-196.18366796363838,20.021842449201948,0.007268687608343811
-193.78094220063258,20.02271469171495,0.007462815017134581
-191.37810897309055,20.023610229517004,0.0076618631701085415
-188.97516541471884,20.024529653097417,0.007865748798145803
-186.57210858956446,20.025473542953193,0.008074380702876168
-184.16893549332795,20.026442468637537,0.008287660371957876
-181.76576239709144,20.027436987882172,0.008502176491531217
-179.36246995854557,20.028457249061155,0.008720751456314188
-176.95905508865823,20.029503739235913,0.008970982979663276
-174.55551463994993,20.030580257193474,0.009286750921488965
-172.1518450090867,20.031694667304052,0.009700847053654189
-169.74804164901022,20.03285876895049,0.010242784942095007
-167.34409859673616,20.03408790314354,0.010938052202437357
-164.94000804835895,20.035400469407833,0.011807693822627117
-162.53575999203,20.03681739266655,0.012867925389939144
-160.13134190491002,20.038361543713343,0.014129875606815735
-157.72673851966442,20.04005712878616,0.015599618854033553
-155.32193166421007,20.041929083048643,0.017278368311463198
-152.91690017424423,20.04400248724602,0.019162844110136117
-150.5116198757747,20.046302028539234,0.021245732315120565
-148.10606363235,20.04885151641705,0.02351599839405959
-145.70020145037995,20.051673436224334,0.025959970863061916
-143.29400063803303,20.054788632727902,0.0285622965525234
-140.88742600210568,20.058216108314205,0.031306635936129125
-138.48044006910797,20.06197290462654,0.03417625504524624
-136.0730033205528,20.06607405523197,0.037154505248193
-133.66507443392496,20.070532595861753,0.040225127898947
-131.25661052242154,20.075359611209628,0.04337247596929716
-128.8475673690764,20.080564308325943,0.046581648794883905
-126.43789965207728,20.08615410618133,0.04983896793629497
-124.02756115933552,20.092134782333684,0.05313150699356397
-121.61650498545548,20.098510563172912,0.05644667284977561
-119.20468371787473,20.105284163914884,0.05977178849130146
-116.79204961820494,20.11245677853384,0.0630937865850135
-114.37855480478088,20.12002803292404,0.06639895643908536
-111.96415144083,20.12799590769673,0.06967267397922622
-109.5487919319064,20.136356628574237,0.07289925928418152
-107.13242913647748,20.14510453968834,0.07606147518884732
-104.71501659171489,20.154231916711,0.07914019068233843
-102.29650876170956,20.163728739592884,0.08211459461106958
-99.87686131295841,20.173582490946213,0.08496229370881078
-97.45603141404487,20.183777966191272,0.08765928599284979
-95.03397805810192,20.194297080510413,0.09017985277590368
-92.61066240844067,20.20511866284352,0.09249638968713716
-90.18604816889945,20.21621822960598,0.09457921698030206
-87.76010198134674,20.227567735643614,0.09639635047351139
-85.3327938530695,20.239135297700436,0.0979132417033614
-82.90409761734546,20.25088488670484,0.09909245803792502
-80.47399143094087,20.26277598166939,0.0998933353161922
-78.04245831314054,20.274763181907332,0.10027163175713283
-75.60948673131166,20.286795777718186,0.10017916542270787
-73.17507123798548,20.29881727756891,0.09956347857725745
-70.73921316467721,20.310764894998183,0.0983675175293363
-68.30192137727742,20.322568997101705,0.09652935013447296
-65.86321309762522,20.33415251911784,0.09398193762126
-63.42311479533108,20.34543035163239,0.09065298327621711
-60.981663153135194,20.356308709625537,0.08646486012774805
-58.53890610798013,20.366684492840868,0.08133459968067008
-56.094903968839226,20.376444644802547,0.0751739737992729
-53.64973061146292,20.38546552165846,0.06788968023348618
-51.203474748863904,20.39361228328648,0.05938364233024685
-48.756241274869524,20.40073832036611,0.04955342786770718
-46.30815267642559,20.406684731710236,0.03829282907040554
-43.859350508620366,20.411279871198683,0.025492624738694087
-41.40999692407652,20.414338986167326,0.01104158975507212
-38.960276245736445,20.415663976937935,-0.005172562293504789
-36.51039656850389,20.415043269462714,-0.02326211845078917
-34.06059137616837,20.41225181524862,-0.04333773089537836
-31.611121158338534,20.407051287541176,-0.06550649196466726
-29.162275003833592,20.399190508505416,-0.08987054694135346
-26.71437214281294,20.388406042872454,-0.11652400159443263
-24.267763417668245,20.374423162681122,-0.14555126458755155
-21.82283263814651,20.356957010930614,-0.17702521771236254
-19.37999779683484,20.335713984805132,-0.21100518510225683
-16.939712118658225,20.310393362592862,-0.2475343308878183
-14.502464915147081,20.280689242886325,-0.28663678823157007
-12.068782206000723,20.246292828298536,-0.3283152589499823
-9.6392270666049,20.206894997224538,-0.372548709452617
-7.214399666937955,20.162189152090225,-0.4192902938339991
-4.794936968687129,20.111874316830146,-0.46846560876075866
-2.381512050667511,20.055658443778857,-0.5199711815678201
0.025166962585951858,19.993261901990717,-0.5736733610453167
2.4243583908248376,19.924421098665277,-0.6294078293576834
4.815288922664671,19.848892159142355,-0.6869799833980114
7.197155981761753,19.766454561134594,-0.7461658182489515
9.569130529097905,19.67691466294472,-0.8067134156307232
11.930360288651272,19.580109053069034,-0.8683450190362834
14.279973375019555,19.47590765078468,-0.9307596539201797
16.617082293113718,19.36421649231426,-0.9936365196713481
18.94078827219143,19.244980109953698,-1.056639155545772
21.250185885385875,19.118183411288204,-1.1194199257661204
23.54436789474046,18.983853020196268,-1.1816246427522992
25.82243025716401,18.84205806306599,-1.2428971207111812
28.08347722473193,18.692910408580648,-1.302883924510685
30.326626473761607,18.536564337639366,-1.3612388736088994
32.55101419427833,18.373215672806296,-1.417627760825991
34.75580007501509,18.203100341507177,-1.4717321758924586
36.94017211599595,18.026492480400083,-1.52325380166365
39.10335121364396,17.843702024200446,-1.57191733882198
41.24459545654801,17.65507194354181,-1.6174726717921315
43.36320408977303,17.460975222926752,-1.659697096094566
45.45852111652424,17.261811571395405,-1.6983968616036047
47.529938505091685,17.058003948002973,-1.7334084394144258
49.57689897885204,16.84999493527324,-1.7645992119300289
51.59889837108483,16.638243029841636,-1.7918672810584835
53.59548753466583,16.423218956114617,-1.815140953953044
55.56627380939958,16.20540204164025,-1.8343777811534634
57.51092205439641,15.985276707901836,-1.8495632760448126
59.42915525934463,15.763329114776457,-1.8607093742790433
61.32075475311781,15.540043989862973,-1.8678527544183303
63.18556003190137,15.315901659332773,-1.8710529706844377
65.0234682310213,15.091375302850642,-1.87039020571419
66.83443326736338,14.866928478164938,-1.865962885343365
68.61846468474317,14.643012931923735,-1.857885134446726
70.37562623657402,14.420066715790128,-1.8462844956943811
72.10603424246884,14.198512576306802,-1.8312998119739663
73.80985575162565,13.978756598869927,-1.813079178008839
75.48730654349004,13.761187097508866,-1.7917780194899713
77.1386489951911,13.54617373517007,-1.7675573164277363
78.76418984341151,13.334066857198742,-1.7405819676848289
80.36427786627536,13.125197021076563,-1.7110193234393531
81.93930150880455,12.91987470226384,-1.6790378910704522
83.4896864730762,12.718390155335387,-1.6448061564534115
85.01589329171645,12.521013416560978,-1.608491589367542
86.51841490170376,12.327994425836872,-1.5702597830834806
87.99777423280419,12.139563251866853,-1.5302737139609628
89.45452182302822,11.955930406191538,-1.4886931006868926
90.8892334717712,11.77728723410911,-1.4456738792361814
92.3025079398643,11.603806368600768,-1.401367774491379
93.69496470409639,11.435642235661803,-1.3559219539701937
95.06724177237581,11.272931601185379,-1.3094787523862592
96.41999356451805,11.115794150899028,-1.2621754479328133
97.75388886262593,10.96433309714709,-1.2141440924815452
99.06960883428358,10.818635806049304,-1.1655113948313538
100.3678451310095,10.678774438669542,-1.1163986445219027
101.64929806364985,10.544806601326913,-1.0669216658777747
102.91467485580908,10.41677600142158,-1.0171908128158205
104.16468797597967,10.294713103883682,-0.9673109514580374
105.40005354844571,10.178635789708718,-0.9173814749177407
106.62148984321075,10.068550012718589,-0.8674963415705608
107.82971584473698,9.964450451730121,-0.8177441282546837
109.0254498989446,9.86632115633956,-0.7682080931763396
110.20940843770535,9.7741361851584,-0.7189662550355786
111.38230477992435,9.68786023455413,-0.670091491659303
112.54484800807084,9.607449255555013,-0.6216516263604404
113.69774191873745,9.53285106039176,-0.5737095133985033
114.84168404598447,9.46400591878394,-0.5263231344380256
115.97736475623854,9.400847142651378,-0.4795457005117791
117.10546641335671,9.343301658589963,-0.43342576271135547
118.2266626123875,9.2912905670646,-0.3880073316494242
119.34161748043525,9.244729687266668,-0.34332999757251287
120.45098504290725,9.203530087557967,-0.299429063814375
121.5554086534142,9.167598599900241,-0.2563357036261175
122.65552048540223,9.136838315465107,-0.21407711084957481
123.75194108325805,9.11114906216316,-0.17267666358465533
124.84527897071763,9.090427862533,-0.13215407477153596
